id_onada,onada,vpdef,dia_Enquesta,mes_enquesta,provincia,p46,zones específiques,sexe,edat_m,edat_rec,fills,sit_lab,dies_sortida,dies_sortida_m,p25_1Treballar,p25_2comprar,p25_3gos,p25_4tabac,p25_5premsa,p25_6cura_persones,p25_7metge,p25_8compra_familiar,p25_9alimentar,p25_11passejarfills,p25_97altres,p25_99nc,p23_1_nerviós,p23_2_irritat,p23_3_alegre,p23_4_melancolic,p23_5_tens,p23_6_optimista,p23_7_desanimat,p23_8_enutjat,p23_9_ansios,p23_10_apagat,p23_11_molest,p23_12_animat,p23_13_intranquil,p23_14_enfadat,p23_15_content,p23_16_trist,E1,E2,E3,E4,p31_1,p31_2,p31_3,p31_4,p32_1,p32_2,p32_3,p32_4,dies_m,dies_rec
10336,1,0.3159951724646,22,3,Tarragona,Municipi de menys de 1.000 habitants,Resta,Dona,70,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,,,,Poc,Molt,Bastant,Molt,Poc,Molt,Bastant,Molt,150,Més de 60 dies
10338,1,2.73003431895844,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,24,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,4,3,7,7,6,1,5,4,3,9,5,7,6,5,8,7,7,4.75,4.25,5.75,Gens,Poc,Poc,Molt,Poc,Poc,Bastant,Molt,40,31-45 dies
10339,1,0.231904850304797,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,19,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,8,6,6,8,8,4,9,7,9,9,2,5,8,4,6,5,7.75,8.25,4.75,5.25,Bastant,Molt,Molt,Bastant,Bastant,Molt,Molt,Molt,90,Més de 60 dies
10340,1,1.135351090844,20,3,Lleida,Municipi de més de 100.000 habitants,Resta,Dona,54,46-65 anys,No,Tasques domèstiques no remunerades,,,,,,,,,,,,,,,0,0,7,0,0,8,0,0,0,0,0,7,0,0,7,0,0,0,0,7.25,Poc,Bastant,Bastant,Bastant,Poc,Poc,Poc,Molt,60,46-60 dies
10341,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,57,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,5,3,5,6,6,4,4,7,6,6,6,4,6,4,5,6,5.5,5.75,5,4.5,Bastant,Bastant,Bastant,Molt,Poc,Poc,Bastant,Molt,20,Fins 30 dies
10342,1,3.71996387449299,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,57,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,5,5,0,5,5,0,0,5,0,0,5,5,0,5,5,1.25,5,1.25,5,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,60,46-60 dies
10343,1,0.231904850304797,24,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,22,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,8,4,2,10,4,4,3,8,10,9,4,2,9,2,1,10,8,7.75,4.5,2.25,Gens,Poc,Gens,Molt,Bastant,Molt,Bastant,Bastant,42,31-45 dies
10344,1,3.71996387449299,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,62,46-65 anys,Sí,Tasques domèstiques no remunerades,,,,,,,,,,,,,,,8,5,6,0,5,6,0,3,5,0,2,6,6,0,6,0,0,6,2.5,6,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,21,Fins 30 dies
10345,1,0.231904850304797,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,31,31-45 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,1,1,9,2,2,9,0,0,3,0,4,8,1,1,8,0,0.5,1.75,1.5,8.5,Poc,Bastant,Poc,Gens,Bastant,Bastant,Poc,Poc,28,Fins 30 dies
10346,1,2.03146661750392,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,42,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,2,2,6,6,4,6,1,2,1,1,1,6,3,1,5,7,3.75,2.5,1.5,5.75,Poc,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,Molt,60,46-60 dies
10347,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,53,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,3,1,5,1,4,5,1,3,4,2,5,7,4,4,5,3,1.75,3.75,3.25,5.5,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Poc,60,46-60 dies
10348,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,62,46-65 anys,Sí,Jubilat/da o pensionista,,,,,,,,,,,,,,,0,8,5,10,0,5,10,8,0,10,8,10,0,8,10,0,7.5,0,8,7.5,Poc,Bastant,Bastant,Molt,Gens,Bastant,Molt,Molt,60,46-60 dies
10349,1,2.66886590044273,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,64,46-65 anys,No,Autònom/a,,,,,,,,,,,,,,,5,4,5,7,6,6,5,4,7,5,4,6,5,4,5,7,6,5.75,4,5.5,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Molt,60,46-60 dies
10350,1,2.81765686727438,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,31,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,8,5,8,8,8,6,5,8,5,6,5,9,5,5,5,6,8.25,6,5.75,Bastant,Bastant,Molt,Molt,Bastant,Molt,Molt,Molt,30,Fins 30 dies
10351,1,2.73003431895844,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,29,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,5,7,7,6,6,6,5,6,6,5,6,6,5,7,6,6.25,6,5,6.5,Gens,Poc,Poc,Molt,Molt,Molt,Bastant,Bastant,60,46-60 dies
10353,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,65,46-65 anys,Sí,Empresari/ària,,,,,,,,,,,,,,,2,7,2,0,2,2,0,7,0,0,7,1,1,7,1,1,0.25,1.25,7,1.5,Poc,Poc,Bastant,Molt,Bastant,Bastant,Bastant,Molt,50,46-60 dies
10354,1,0.814550870281502,20,3,Lleida,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,57,46-65 anys,No,Autònom/a,,,,,,,,,,,,,,,0,9,,3,0,9,1,0,0,1,0,8,0,0,9,0,1.25,0,2.25,8.66666666666667,Gens,Poc,Poc,Bastant,Gens,Poc,Poc,Molt,30,Fins 30 dies
10355,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,31,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,5,4,6,6,6,5,7,5,6,5,5,4,1,4,6,5.75,5,4.5,4.75,Poc,Molt,Bastant,Bastant,Poc,Bastant,Molt,Molt,21,Fins 30 dies
10356,1,0.239348014593767,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,35,31-45 anys,No,Estudiant,,,,,,,,,,,,,,,10,10,4,7,10,4,8,7,10,10,7,2,10,6,1,5,7.5,10,7.5,2.75,Poc,Molt,Molt,Bastant,Gens,Poc,Gens,Bastant,60,46-60 dies
10358,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,49,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,10,10,0,,10,0,10,10,10,10,10,0,10,10,0,10,10,10,10,0,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Molt,60,46-60 dies
10359,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,51,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,1,9,5,8,5,0,0,9,4,1,8,3,8,,1,1,2.5,4.5,8.66666666666667,2.25,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Poc,90,Més de 60 dies
10360,1,0.814550870281502,20,3,Lleida,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,53,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,0,0,8,0,0,8,0,0,0,0,0,8,0,0,8,0,0,0,0,8,Gens,Molt,Molt,Molt,Molt,Molt,Molt,Gens,360,Més de 60 dies
10361,1,2.03146661750392,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,48,46-65 anys,Sí,Empresari/ària,,,,,,,,,,,,,,,4,1,7,0,1,8,0,0,0,0,0,7,1,0,7,0,0,1.5,0.25,7.25,Poc,Bastant,Bastant,Bastant,Poc,Poc,Bastant,Bastant,28,Fins 30 dies
10362,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,43,31-45 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,3,0,2,2,4,4,3,0,4,1,0,2,3,0,3,0,1.5,3.5,0,2.75,Bastant,Molt,Bastant,Bastant,Poc,Poc,Poc,Molt,60,46-60 dies
10364,1,0.231904850304797,24,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,28,16-30 anys,No,Autònom/a,,,,,,,,,,,,,,,5,0,5,4,0,5,3,0,0,0,0,5,5,0,5,2,2.25,2.5,0,5,Bastant,Molt,Molt,Molt,Molt,Molt,Molt,Molt,60,46-60 dies
10367,1,0.231904850304797,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,26,16-30 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,6,2,7,5,6,7,7,7,6,5,5,6,6,5,7,5,5.5,6,4.75,6.75,Molt,Molt,Molt,Molt,Poc,Poc,Poc,Poc,30,Fins 30 dies
10368,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,42,31-45 anys,Sí,Autònom/a,,,,,,,,,,,,,,,8,3,5,0,2,0,8,10,5,0,5,5,8,10,2,10,4.5,5.75,7,3,Molt,Molt,Molt,Molt,Bastant,Gens,Gens,Bastant,45,31-45 dies
10369,1,2.66886590044273,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,53,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,3,1,5,5,4,4,5,2,2,4,2,5,4,2,5,4,4.5,3.25,1.75,4.75,Poc,Bastant,Bastant,Bastant,Poc,Poc,Bastant,Molt,60,46-60 dies
10370,1,2.03146661750392,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,47,46-65 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,3,4,2,6,3,3,6,7,3,3,5,4,4,4,4,3,4.5,3.25,5,3.25,Poc,Poc,Poc,Poc,Poc,Poc,Poc,Bastant,30,Fins 30 dies
10372,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,45,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,10,10,0,10,10,2,0,10,10,10,10,0,10,0,0,0,5,10,7.5,0.5,Molt,Molt,Molt,Molt,Poc,Poc,Poc,Poc,30,Fins 30 dies
10373,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,71,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,2,3,3,3,1,5,2,2,1,1,1,5,3,2,3,2,2,1.75,2,4,Poc,Bastant,Bastant,Molt,Poc,Poc,Bastant,Bastant,150,Més de 60 dies
10374,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,75,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,2,2,0,2,2,5,0,0,2,2,2,3,2,2,0,2,1.5,2,1.5,2,Bastant,Molt,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,28,Fins 30 dies
10375,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,46,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,10,8,2,4,7,5,8,8,6,7,7,4,7,7,2,4,5.75,7.5,7.5,3.25,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Poc,90,Més de 60 dies
10376,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,49,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,5,5,7,4,5,6,3,6,5,5,5,6,3,4,4,5.5,5.5,4,4.75,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Molt,35,31-45 dies
10377,1,2.66886590044273,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,52,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,7,5,5,6,3,6,7,5,3,4,5,8,6,4,4,4.5,6.25,6,4.25,Bastant,Molt,Bastant,Bastant,Poc,Poc,Poc,Molt,28,Fins 30 dies
10378,1,1.20253757715697,22,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,49,46-65 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,2,7,5,2,7,4,2,4,7,2,6,6,4,7,3,2,2,5,6,4.5,Molt,Molt,Molt,Molt,Bastant,Bastant,Bastant,Bastant,60,46-60 dies
10379,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,59,46-65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,0,8,0,0,2,0,0,8,2,0,0,0,0,0,0,0,0,1,4,0,Poc,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,180,Més de 60 dies
10380,1,0.231904850304797,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,26,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,8,9,7,0,8,0,2,1,9,3,8,8,8,0,9,0,1.25,8.25,4.5,6,Bastant,Molt,Poc,Bastant,Molt,Bastant,Poc,Molt,60,46-60 dies
10382,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,57,46-65 anys,No,Funcionari/ària,,,,,,,,,,,,,,,6,6,0,5,6,4,4,7,5,8,6,3,7,7,0,9,6.5,6,6.5,1.75,Molt,Molt,Molt,Molt,Bastant,Bastant,Poc,Molt,60,46-60 dies
10383,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,48,46-65 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,5,1,6,5,5,7,1,0,3,0,1,5,6,0,6,2,2,4.75,0.5,6,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Bastant,Molt,30,Fins 30 dies
10384,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,54,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,4,2,3,5,3,4,6,3,2,5,4,2,3,3,2,3,4.75,3,3,2.75,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,60,46-60 dies
10385,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,34,31-45 anys,No,Autònom/a,,,,,,,,,,,,,,,7,3,5,1,6,5,6,1,6,0,1,7,8,2,5,6,3.25,6.75,1.75,5.5,Poc,Bastant,Poc,Bastant,Poc,Poc,Poc,Bastant,60,46-60 dies
10386,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,37,31-45 anys,Sí,Autònom/a,,,,,,,,,,,,,,,6,6,5,0,6,5,5,0,5,0,6,5,5,0,5,0,1.25,5.5,3,5,Poc,Bastant,Poc,Poc,Poc,Bastant,Bastant,Molt,60,46-60 dies
10387,1,1.20068613461507,20,3,Girona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,46,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,2,2,5,7,2,7,2,2,2,2,2,7,2,2,7,2,3.25,2,2,6.5,Poc,Bastant,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,56,46-60 dies
10388,1,1.57741714985498,20,3,Girona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,51,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,5,2,2,4,8,4,4,2,8,10,6,5,10,4,5,4.75,4.75,7.25,5,Bastant,Molt,Bastant,Bastant,Molt,Molt,Molt,Molt,90,Més de 60 dies
10390,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,43,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,3,7,8,6,7,6,2,7,6,2,7,6,6,7,7,6.75,6.25,3.25,7,Bastant,Molt,Molt,Bastant,Poc,Poc,Poc,Poc,45,31-45 dies
10391,1,2.81765686727438,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,19,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,4,8,5,6,7,4,5,5,7,8,6,4,6,6,4,5,6,6,6.25,4.25,Bastant,Molt,Molt,Bastant,Molt,Molt,Bastant,Molt,60,46-60 dies
10393,1,1.66535915652711,20,3,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,21,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,5,8,4,5,8,5,8,,7,9,5,4,8,,3,7,7.25,7,6.5,4,Poc,Molt,Bastant,Bastant,Bastant,Molt,Bastant,Molt,60,46-60 dies
10394,1,3.71996387449299,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,70,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,2,0,0,0,2,3,1,0,3,0,4,2,3,0,2,0,0.25,2.5,1,1.75,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,Poc,Bastant,28,Fins 30 dies
10395,1,1.20253757715697,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,37,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,9,0,0,8,0,5,5,8,5,5,0,7,5,0,5,3.75,7.75,6,0,Poc,Poc,Gens,Molt,Poc,Gens,Gens,Molt,45,31-45 dies
10397,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,45,31-45 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,8,6,1,5,8,7,5,5,8,6,3,3,8,5,3,7,5.75,8,4.75,3.5,Molt,Molt,Molt,Molt,Poc,Poc,Bastant,Bastant,60,46-60 dies
10398,1,3.71996387449299,20,3,Barcelona,Municipi de menys de 1.000 habitants,Resta,Dona,56,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,0,4,3,3,3,5,5,4,6,4,5,5,5,5,5,5,4.25,3.5,4.5,4.5,Poc,Bastant,Poc,Poc,Poc,Poc,Bastant,Molt,56,46-60 dies
10399,1,2.81765686727438,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,18,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,6,7,8,3,9,5,5,2,5,6,7,7,4,7,5,5.75,4.75,5.25,7.5,Gens,Molt,Bastant,Bastant,Molt,Molt,Molt,Molt,35,31-45 dies
10400,1,3.71996387449299,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,68,+65 anys,No,Autònom/a,,,,,,,,,,,,,,,1,1,5,0,1,7,2,0,0,0,1,7,1,0,7,1,0.75,0.75,0.5,6.5,Poc,Molt,Molt,Bastant,Molt,Poc,Poc,Bastant,28,Fins 30 dies
10401,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,48,46-65 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,3,3,2,3,2,3,5,2,5,2,2,4,7,2,2,5,3.75,4.25,2.25,2.75,Bastant,Molt,Molt,Bastant,Poc,Poc,Poc,Bastant,30,Fins 30 dies
10402,1,0.3159951724646,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,62,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,4,4,4,4,4,4,4,4,4,4,4,4,9,,4,4,4,5.25,4,4,Poc,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,Molt,35,31-45 dies
10403,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,50,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,7,7,5,5,7,5,5,5,5,7,7,5,7,5,5,6,5.75,6.5,6,5,Poc,Bastant,Bastant,Bastant,Molt,Molt,Molt,Bastant,70,Més de 60 dies
10404,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,42,31-45 anys,Sí,Aturat/da,,,,,,,,,,,,,,,3,4,5,5,1,6,1,0,0,4,1,6,2,0,6,1,2.75,1.5,1.25,5.75,Poc,Poc,Poc,Bastant,Poc,Poc,Poc,Poc,90,Més de 60 dies
10405,1,1.66535915652711,20,3,Girona,Municipi de menys de 1.000 habitants,Resta,Home,20,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,0,10,4,1,6,5,7,,9,6,8,1,0,8,4,8,5.5,3.75,8.66666666666667,3.5,Bastant,Molt,Poc,Gens,Gens,Poc,Bastant,Molt,60,46-60 dies
10406,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,51,46-65 anys,Sí,Tasques domèstiques no remunerades,,,,,,,,,,,,,,,2,1,8,0,1,8,1,0,1,0,1,8,1,0,8,1,0.5,1.25,0.5,8,Poc,Poc,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,42,31-45 dies
10407,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,47,46-65 anys,No,Autònom/a,,,,,,,,,,,,,,,1,5,4,0,2,6,2,1,1,1,6,6,1,6,6,5,2,1.25,4.5,5.5,Poc,Molt,Molt,Molt,Poc,Bastant,Poc,Molt,42,31-45 dies
10408,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,57,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,2,2,0,10,8,0,1,10,3,2,2,0,5,8,0,10,5.75,4.5,5.5,0,Poc,Bastant,Bastant,Molt,Poc,Bastant,Bastant,Molt,60,46-60 dies
10409,1,2.73003431895844,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,33,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,5,5,5,5,5,0,0,6,0,0,7,8,0,5,0,1.25,6.5,1.25,5.5,Molt,Molt,Molt,Molt,Molt,Molt,Poc,Poc,40,31-45 dies
10410,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,61,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,1,3,2,1,3,4,5,5,1,0,6,4,3,3,4,4,2.5,2,4.25,3.5,Poc,Poc,Poc,Bastant,Bastant,Molt,Molt,Molt,28,Fins 30 dies
10412,1,2.81765686727438,21,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,26,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,5,2,,8,,,,6,,,5,6,8,2,8,8,6.75,6.5,3,Bastant,Bastant,Poc,Bastant,Ns/Nc,Bastant,Poc,Bastant,21,Fins 30 dies
10413,1,2.81765686727438,21,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,26,16-30 anys,Ns/Nc,Estudiant,,,,,,,,,,,,,,,8,7,3,3,8,5,8,9,9,8,8,3,8,8,5,9,7,8.25,8,4,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Molt,Poc,90,Més de 60 dies
10414,1,0.226708852276216,21,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,84,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,1,2,,5,,,,,,,,,3,,,,5,2,2,,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,60,46-60 dies
10415,1,1.20253757715697,21,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,43,31-45 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,1,0,2,6,0,4,7,0,4,7,1,3,8,3,1,9,7.25,3.25,1,2.5,Poc,Bastant,Poc,Bastant,Poc,Poc,Bastant,Molt,84,Més de 60 dies
10416,1,1.20253757715697,21,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,46,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,1,1,5,6,3,7,2,6,1,4,1,7,4,3,5,5,4.25,2.25,2.75,6,Poc,Bastant,Poc,Molt,Poc,Poc,Poc,Bastant,42,31-45 dies
10418,1,0.172564483369269,21,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,44,31-45 anys,No,Estudiant,,,,,,,,,,,,,,,8,3,3,4,1,3,8,2,1,3,1,2,6,2,1,5,5,4,2,2.25,Bastant,Molt,Bastant,Molt,Molt,Molt,Poc,Poc,365,Més de 60 dies
10419,1,0.239348014593767,21,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,28,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,0,0,7,0,0,7,0,0,0,0,0,7,0,0,8,0,0,0,0,7.25,Poc,Poc,Poc,Bastant,Gens,Bastant,Poc,Poc,30,Fins 30 dies
10420,1,0.102150472937233,21,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,50,46-65 anys,No,Empresari/ària,,,,,,,,,,,,,,,0,4,2,3,0,5,3,0,0,0,3,5,0,5,0,0,1.5,0,3,3,Poc,Molt,Poc,Molt,Bastant,Poc,Molt,Molt,28,Fins 30 dies
10422,1,1.20253757715697,21,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,5,3,6,2,2,7,2,2,5,2,3,6,6,2,6,3,2.25,4.5,2.5,6.25,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Bastant,60,46-60 dies
10423,1,0.3159951724646,21,3,Tarragona,Municipi de menys de 1.000 habitants,Resta,Dona,56,46-65 anys,No,Funcionari/ària,,,,,,,,,,,,,,,3,1,0,5,6,3,3,1,1,1,3,3,5,2,3,3,3,3.75,1.75,2.25,Poc,Molt,Molt,Molt,Poc,Bastant,Bastant,Bastant,30,Fins 30 dies
10424,1,0.102150472937233,21,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,50,46-65 anys,Sí,Tasques domèstiques no remunerades,,,,,,,,,,,,,,,5,4,7,3,3,8,3,3,3,3,2,8,3,3,7,3,3,3.5,3,7.5,Poc,Bastant,Bastant,Bastant,Gens,Gens,Bastant,Bastant,30,Fins 30 dies
10425,1,0.226708852276216,21,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,53,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,6,8,6,6,8,10,6,10,9,9,10,7,7,10,7,6,6.75,7.5,9.5,7.5,Poc,Bastant,Bastant,Bastant,Molt,Molt,Bastant,Bastant,30,Fins 30 dies
