id_onada,onada,vpdef,dia_Enquesta,mes_enquesta,provincia,p46,zones específiques,sexe,edat_m,edat_rec,fills,sit_lab,dies_sortida,dies_sortida_m,p25_1Treballar,p25_2comprar,p25_3gos,p25_4tabac,p25_5premsa,p25_6cura_persones,p25_7metge,p25_8compra_familiar,p25_9alimentar,p25_11passejarfills,p25_97altres,p25_99nc,p23_1_nerviós,p23_2_irritat,p23_3_alegre,p23_4_melancolic,p23_5_tens,p23_6_optimista,p23_7_desanimat,p23_8_enutjat,p23_9_ansios,p23_10_apagat,p23_11_molest,p23_12_animat,p23_13_intranquil,p23_14_enfadat,p23_15_content,p23_16_trist,E1,E2,E3,E4,p31_1,p31_2,p31_3,p31_4,p32_1,p32_2,p32_3,p32_4,dies_m,dies_rec
10003,1,0.102150472937233,24,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,38,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,3,5,6,0,4,2,0,0,5,2,6,8,2,6,1,3.5,2.75,1.75,5.25,Bastant,Molt,Poc,Molt,Molt,Molt,Bastant,Molt,60,46-60 dies
10004,1,0.239348014593767,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,33,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,1,6,1,2,5,1,5,1,2,7,3,5,6,3,2,1.5,2.75,4.75,4.25,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Poc,60,46-60 dies
10005,1,3.71996387449299,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,53,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,6,2,7,7,3,3,7,4,4,4,4,7,7,4,7,5.25,6,6,3.25,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Poc,60,46-60 dies
10006,1,1.20253757715697,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,2,5,2,3,5,2,2,2,2,2,5,2,2,5,4,2.5,2.5,2,5,Gens,Bastant,Poc,Poc,Poc,Poc,Poc,Bastant,60,46-60 dies
10007,1,1.20253757715697,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,0,7,5,3,8,0,4,0,0,2,8,6,4,2,6,2.75,4,2.5,6.25,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,56,46-60 dies
10009,1,2.66886590044273,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,60,46-65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,1,0,4,0,1,0,0,0,0,0,3,7,0,0,5,0,0,0.5,0.75,4,Poc,Poc,Poc,Bastant,Gens,Gens,Gens,Bastant,60,46-60 dies
10011,1,0.833219769504746,22,3,Lleida,Municipi de menys de 1.000 habitants,Resta,Dona,35,31-45 anys,Sí,Autònom/a,,,,,,,,,,,,,,,3,0,5,0,6,7,4,7,0,3,7,7,3,6,6,3,2.5,3,5,6.25,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Poc,28,Fins 30 dies
10013,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,38,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,5,5,6,2,6,7,5,5,7,5,5,8,5,5,6,6.5,5.5,5,5.25,Poc,Poc,Poc,Bastant,Bastant,Molt,Poc,Molt,28,Fins 30 dies
10015,1,0.239348014593767,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,26,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,6,2,2,7,4,7,8,7,6,6,4,7,,3,4,4.75,6.5,6.66666666666667,3.25,Poc,Molt,Bastant,Poc,Bastant,Bastant,Bastant,Gens,60,46-60 dies
10016,1,0.620013504972706,20,3,Lleida,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,43,31-45 anys,No,Autònom/a,,,,,,,,,,,,,,,3,1,4,3,5,5,5,1,2,7,2,5,5,2,4,4,4.75,3.75,1.5,4.5,Poc,Molt,Bastant,Poc,Bastant,Bastant,Poc,Bastant,90,Més de 60 dies
10017,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,46,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,1,5,5,5,10,10,1,7,0,0,2,8,5,4,5,2,2,4,4.5,7,Gens,Molt,Bastant,Bastant,Gens,Gens,Gens,Gens,180,Més de 60 dies
10018,1,0.239348014593767,24,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,31,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,5,6,1,2,7,4,2,,5,2,5,2,2,6,0,2.5,2.33333333333333,2.75,6,Poc,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,60,46-60 dies
10019,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,44,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,6,4,9,8,4,8,7,8,8,8,4,7,8,4,8,8.25,7.5,7.25,4,Molt,Molt,Molt,Bastant,Molt,Poc,Bastant,Molt,60,46-60 dies
10020,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,9,6,3,10,9,4,8,4,9,5,7,5,9,5,4,8,7.75,9,5.5,4,Poc,Bastant,Bastant,Bastant,Molt,Molt,Molt,Bastant,30,Fins 30 dies
10021,1,1.20253757715697,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,47,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,5,0,5,2,5,2,2,0,5,3,0,2,5,0,2,2,2.25,5,0,2.75,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,Molt,60,46-60 dies
10022,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,40,31-45 anys,Sí,Tasques domèstiques no remunerades,,,,,,,,,,,,,,,5,4,4,5,7,5,6,7,7,7,7,4,4,5,4,4,5.5,5.75,5.75,4.25,Bastant,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,49,46-60 dies
10023,1,0.833219769504746,20,3,Lleida,Municipi de menys de 1.000 habitants,Resta,Dona,35,31-45 anys,No,Funcionari/ària,,,,,,,,,,,,,,,9,5,0,8,8,1,9,8,10,9,8,0,10,8,0,9,8.75,9.25,7.25,0.25,Bastant,Molt,Bastant,Bastant,Bastant,Molt,Bastant,Bastant,60,46-60 dies
10024,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,61,46-65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,1,2,7,2,2,6,2,2,2,2,2,6,2,2,6,2,2,1.75,2,6.25,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Molt,60,46-60 dies
10025,1,0.239348014593767,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,31,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,4,5,3,,6,6,6,2,2,3,5,5,6,2,4,6,5,4.5,3.5,4.5,Poc,Bastant,Poc,Bastant,Bastant,Molt,Poc,Poc,60,46-60 dies
10026,1,3.71996387449299,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,52,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,5,3,3,7,6,2,2,6,2,6,5,5,1,3,3,2.5,5.75,3.5,4.25,Poc,Bastant,Poc,Bastant,Poc,Bastant,Poc,Molt,45,31-45 dies
10028,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,40,31-45 anys,Sí,Autònom/a,,,,,,,,,,,,,,,6,9,3,5,6,2,9,10,6,4,7,2,9,10,0,4,5.5,6.75,9,1.75,Gens,Molt,Poc,Poc,Molt,Poc,Poc,Molt,90,Més de 60 dies
10029,1,0.102150472937233,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,46,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,1,1,7,1,1,1,1,10,1,1,10,10,1,10,1,1,1,1,7.75,4.75,Bastant,Molt,Bastant,Molt,Poc,Poc,Molt,Molt,120,Més de 60 dies
10030,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,45,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,2,5,1,1,3,2,10,5,2,8,5,3,10,5,2,1.75,3,7.5,4.5,Poc,Bastant,Poc,Molt,Poc,Poc,Poc,Molt,30,Fins 30 dies
10031,1,1.61357037598005,20,3,Girona,Municipi de més de 100.000 habitants,Resta,Dona,32,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,1,0,5,4,1,4,5,3,1,5,2,3,3,3,3,2,4,1.5,2,3.75,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Molt,Molt,60,46-60 dies
10032,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,27,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,2,0,7,3,3,7,1,0,1,2,0,7,1,0,7,1,1.75,1.75,0,7,Poc,Molt,Bastant,Molt,Poc,Poc,Bastant,Molt,60,46-60 dies
10033,1,2.66886590044273,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,64,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,4,0,0,0,3,1,6,0,0,3,1,1,3,0,0,6,3.75,2.5,0.25,0.5,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Bastant,60,46-60 dies
10034,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,26,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,6,8,2,4,5,9,,4,8,4,4,7,0,8,8,6.75,5.25,3.33333333333333,6.25,Poc,Molt,Poc,Poc,Bastant,Bastant,Poc,Molt,60,46-60 dies
10035,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,26,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,8,3,5,8,5,5,5,9,8,6,3,4,5,3,4,5.5,6.75,6,3.5,Bastant,Bastant,Bastant,Bastant,Poc,Poc,Poc,Bastant,20,Fins 30 dies
10036,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,40,31-45 anys,Sí,Tasques domèstiques no remunerades,,,,,,,,,,,,,,,7,4,2,2,2,1,1,4,4,3,4,4,4,4,2,2,2,4.25,4,2.25,Molt,Molt,Bastant,Bastant,Molt,Molt,Bastant,Bastant,60,46-60 dies
10037,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,51,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,1,4,0,3,5,3,0,3,3,3,5,3,0,5,3,2.25,3,1,4.75,Poc,Bastant,Bastant,Bastant,Poc,Poc,Gens,Bastant,120,Més de 60 dies
10038,1,1.20068613461507,20,3,Girona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,50,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,3,3,2,6,3,5,3,5,3,3,6,4,5,4,4,3,3.75,3.5,4.5,3.75,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Bastant,56,46-60 dies
10039,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,29,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,6,5,6,6,5,7,6,7,7,7,6,9,7,6,8,7,7.25,6.5,5.5,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Molt,60,46-60 dies
10040,1,0.3159951724646,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,61,46-65 anys,Sí,Aturat/da,,,,,,,,,,,,,,,1,1,0,2,0,3,0,0,1,1,1,2,1,0,0,1,1,0.75,0.5,1.25,Poc,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,Molt,150,Més de 60 dies
10041,1,0.239348014593767,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,23,16-30 anys,No,Autònom/a,,,,,,,,,,,,,,,6,9,3,8,9,4,8,9,7,10,10,3,5,9,4,7,8.25,6.75,9.25,3.5,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,60,46-60 dies
10042,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,55,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,5,4,3,5,4,3,5,5,3,5,4,5,5,4,4,3.25,5,5,4,Bastant,Molt,Molt,Molt,Molt,Molt,Molt,Molt,120,Més de 60 dies
10043,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,51,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,0,0,,0,0,,0,0,0,0,0,,0,0,,0,0,0,0,,Gens,Poc,Poc,Poc,Poc,Poc,Gens,Gens,42,31-45 dies
10044,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,28,16-30 anys,No,Funcionari/ària,,,,,,,,,,,,,,,1,1,5,5,3,4,1,6,3,3,8,6,5,4,5,5,3.5,3,4.75,5,Molt,Molt,Molt,Molt,Bastant,Molt,Bastant,Bastant,60,46-60 dies
10045,1,0.833219769504746,20,3,Lleida,Municipi de menys de 1.000 habitants,Resta,Dona,35,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,5,4,9,7,6,4,7,5,5,7,4,7,5,3,8,6.5,6.5,6,4.25,Molt,Molt,Bastant,Bastant,Poc,Poc,Poc,Bastant,180,Més de 60 dies
10047,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,42,31-45 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,3,0,5,7,3,5,3,3,3,3,2,5,3,3,4,3,4,3,2,4.75,Bastant,Bastant,Bastant,Molt,Poc,Poc,Bastant,Molt,150,Més de 60 dies
10048,1,0.3159951724646,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,52,46-65 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,5,5,5,5,5,5,5,0,6,5,3,5,8,1,5,8,5.75,6,2.25,5,Poc,Molt,Molt,Molt,Poc,Bastant,Bastant,Molt,30,Fins 30 dies
10050,1,0.239348014593767,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,35,31-45 anys,No,Autònom/a,,,,,,,,,,,,,,,5,1,5,1,1,3,5,0,5,1,0,5,5,0,5,1,2,4,0.25,4.5,Bastant,Molt,Bastant,Bastant,Molt,Poc,Bastant,Molt,75,Més de 60 dies
10051,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,50,46-65 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,5,4,6,7,4,8,2,6,6,1,6,2,8,6,6,4,3.5,5.75,5.5,5.5,Molt,Molt,Molt,Molt,Molt,Molt,Molt,Molt,45,31-45 dies
10052,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,44,31-45 anys,Sí,Aturat/da,,,,,,,,,,,,,,,2,0,5,1,0,4,1,0,0,4,1,4,4,0,4,0,1.5,1.5,0.25,4.25,Poc,Molt,Bastant,Bastant,Poc,Bastant,Bastant,Molt,60,46-60 dies
10053,1,0.814550870281502,20,3,Lleida,Municipi de més de 100.000 habitants,Resta,Home,58,46-65 anys,No,Funcionari/ària,,,,,,,,,,,,,,,1,1,5,4,2,5,5,1,5,5,1,5,1,1,5,1,3.75,2.25,1,5,Poc,Poc,Poc,Poc,Bastant,Bastant,Poc,Molt,105,Més de 60 dies
10054,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,38,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,8,5,6,4,8,4,7,3,5,7,8,4,3,8,4,4.75,4,6.25,7.25,Poc,Molt,Bastant,Bastant,Poc,Poc,Bastant,Bastant,60,46-60 dies
10055,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Home,39,31-45 anys,No,Autònom/a,,,,,,,,,,,,,,,7,7,5,5,3,7,5,5,2,5,10,4,5,10,5,3,4.5,4.25,8,5.25,Bastant,Molt,Molt,Molt,Bastant,Bastant,Bastant,Poc,60,46-60 dies
10056,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,78,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,3,2,4,4,2,5,2,1,1,1,1,5,4,2,2,2,2.25,2.5,1.5,4,Molt,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,100,Més de 60 dies
10057,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 1.000 i 5.000 habitants,Resta,Dona,40,31-45 anys,Sí,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,9,6,1,8,9,3,3,6,6,6,8,4,8,7,1,5,5.5,8,6.75,2.25,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Molt,120,Més de 60 dies
10058,1,0.231904850304797,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,26,16-30 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,6,8,4,6,9,5,6,6,7,6,8,6,7,6,6,5,5.75,7.25,7,5.25,Poc,Bastant,Bastant,Bastant,Bastant,Poc,Bastant,Molt,30,Fins 30 dies
10059,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,40,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,0,5,0,0,8,0,0,0,0,0,8,2,0,5,0,0,1.25,0,6.5,Poc,Bastant,Poc,Bastant,Bastant,Poc,Poc,Molt,60,46-60 dies
10060,1,2.66886590044273,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,62,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,6,4,8,3,4,5,3,5,8,4,5,6,5,3,5,6.5,5,4.5,4,Poc,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,Molt,720,Més de 60 dies
10061,1,0.102150472937233,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,46,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,6,10,5,8,7,3,5,8,5,5,7,4,7,9,4,5,5.75,6.25,8.5,4,Bastant,Molt,Bastant,Molt,Bastant,Molt,Bastant,Molt,60,46-60 dies
10062,1,0.239348014593767,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,27,16-30 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,3,1,7,4,3,9,3,5,1,2,7,9,4,6,8,2,2.75,2.75,4.75,8.25,Poc,Bastant,Bastant,Bastant,Molt,Bastant,Bastant,Bastant,90,Més de 60 dies
10063,1,0.102150472937233,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,36,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,7,2,8,7,1,9,7,8,10,8,1,4,7,1,8,8.75,6,7.25,1.25,Poc,Poc,Poc,Poc,Poc,Poc,Poc,Molt,30,Fins 30 dies
10064,1,2.19866229003593,20,3,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,58,46-65 anys,No,Empresari/ària,,,,,,,,,,,,,,,4,6,2,5,5,8,2,6,4,1,9,7,6,7,2,2,2.5,4.75,7,4.75,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,90,Més de 60 dies
10065,1,1.66535915652711,20,3,Girona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,35,31-45 anys,Sí,Funcionari/ària,,,,,,,,,,,,,,,8,6,6,7,9,6,5,6,7,6,6,4,8,6,6,7,6.25,8,6,5.5,Poc,Molt,Bastant,Bastant,Gens,Poc,Bastant,Bastant,60,46-60 dies
10066,1,2.03146661750392,20,3,Barcelona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,41,31-45 anys,No,Funcionari/ària,,,,,,,,,,,,,,,6,5,1,2,5,4,5,5,6,4,5,3,6,5,3,2,3.25,5.75,5,2.75,Bastant,Molt,Molt,Molt,Poc,Bastant,Bastant,Bastant,90,Més de 60 dies
10067,1,0.231904850304797,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,34,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,2,6,5,7,5,6,4,3,3,5,2,5,6,2,5,5,5.25,4,3.25,5.25,Molt,Molt,Molt,Molt,Bastant,Bastant,Bastant,Bastant,30,Fins 30 dies
10068,1,0.231904850304797,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,34,31-45 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,5,5,1,10,5,4,8,4,4,4,7,4,10,1,1,9,7.75,6,4.25,2.5,Poc,Bastant,Bastant,Molt,Molt,Molt,Molt,Molt,60,46-60 dies
10069,1,3.71996387449299,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Dona,54,46-65 anys,No,Aturat/da,,,,,,,,,,,,,,,7,0,6,4,4,10,4,4,4,2,0,8,6,0,6,4,3.5,5.25,1,7.5,Bastant,Bastant,Bastant,Bastant,Molt,Molt,Molt,Molt,30,Fins 30 dies
10070,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,38,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,5,7,7,2,7,7,2,2,2,2,2,7,2,2,7,2,2,4,3.25,7,Gens,Poc,Poc,Bastant,Gens,Bastant,Poc,Molt,60,46-60 dies
10071,1,0.226708852276216,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,88,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,4,0,0,,,4,4,0,0,0,4,,4,,0,4,2.66666666666667,2.66666666666667,1.33333333333333,1.33333333333333,Poc,Poc,Poc,Poc,Poc,Poc,Poc,Poc,60,46-60 dies
10072,1,2.66886590044273,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,69,+65 anys,No,Jubilat/da o pensionista,,,,,,,,,,,,,,,0,0,5,0,0,7,0,10,0,0,0,7,0,0,5,0,0,0,2.5,6,Poc,Poc,Poc,Bastant,Poc,Poc,Poc,Molt,90,Més de 60 dies
10073,1,1.20253757715697,20,3,Barcelona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Dona,42,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,4,2,4,2,3,6,2,,7,,2,7,3,2,5,5,3,4.25,2,5.5,Poc,Bastant,Poc,Poc,Poc,Poc,Gens,Poc,30,Fins 30 dies
10077,1,0.859962597975517,20,3,Lleida,Municipi de més de 100.000 habitants,Resta,Home,27,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,0,0,7,7,0,7,0,0,0,0,0,7,0,0,7,0,1.75,0,0,7,Poc,Bastant,Bastant,Bastant,Poc,Bastant,Bastant,Poc,90,Més de 60 dies
10078,1,2.66886590044273,20,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,67,+65 anys,Sí,Jubilat/da o pensionista,,,,,,,,,,,,,,,0,10,0,0,0,8,0,10,0,0,8,0,0,10,0,0,0,0,9.5,2,Bastant,Molt,Bastant,Bastant,Bastant,Bastant,Bastant,Poc,28,Fins 30 dies
10079,1,0.102150472937233,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Dona,43,31-45 anys,Sí,Autònom/a,,,,,,,,,,,,,,,3,3,3,3,3,5,3,3,3,3,3,5,5,5,5,3,3,3.5,3.5,4.5,Poc,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,Bastant,90,Més de 60 dies
10081,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,37,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,9,5,7,10,9,4,9,8,3,9,9,9,9,5,4,4.5,8.75,9,7,Poc,Bastant,Poc,Bastant,Poc,Poc,Poc,Bastant,28,Fins 30 dies
10082,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,52,46-65 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,0,0,8,0,0,10,0,0,0,0,0,10,0,0,10,0,0,0,0,9.5,Gens,Gens,Gens,Poc,Gens,Gens,Gens,Poc,60,46-60 dies
10083,1,0.172564483369269,20,3,Tarragona,Municipi de més de 100.000 habitants,Resta,Home,43,31-45 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,8,6,3,5,8,6,7,6,8,0,8,4,10,7,3,5,4.25,8.5,6.75,4,Poc,Molt,Bastant,Molt,Bastant,Bastant,Poc,Molt,90,Més de 60 dies
10084,1,0.172564483369269,20,3,Tarragona,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,48,46-65 anys,Sí,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,2,1,7,7,5,4,4,8,3,4,5,7,3,1,7,5.25,7.25,3.25,3,Poc,Bastant,Bastant,Molt,Bastant,Bastant,Poc,Molt,30,Fins 30 dies
10085,1,0.231904850304797,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Dona,27,16-30 anys,No,Treballador/a amb contracte temporal,,,,,,,,,,,,,,,5,5,4,5,7,5,7,6,6,6,6,5,5,6,5,4,5.5,5.75,5.75,4.75,Bastant,Molt,Bastant,Bastant,Molt,Molt,Bastant,Molt,90,Més de 60 dies
10086,1,0.859962597975517,20,3,Lleida,Municipi d’entre 10.001 i 100.000 habitants,Resta,Home,23,16-30 anys,No,Estudiant,,,,,,,,,,,,,,,9,9,4,6,8,4,8,7,8,0,8,5,7,8,4,0,3.5,8,8,4.25,Gens,Poc,Poc,Molt,Molt,Molt,Molt,Molt,60,46-60 dies
10087,1,0.226708852276216,20,3,Tarragona,Municipi d’entre 5.001 i 10.000 habitants,Resta,Home,55,46-65 anys,Sí,Autònom/a,,,,,,,,,,,,,,,10,5,5,6,8,9,0,0,9,1,0,9,10,0,5,5,3,9.25,1.25,7,Bastant,Molt,Molt,Molt,Molt,Bastant,Bastant,Molt,30,Fins 30 dies
10088,1,2.03146661750392,24,3,Barcelona,Municipi de més de 100.000 habitants,Resta,Home,37,31-45 anys,No,Treballador/a amb contracte fixe,,,,,,,,,,,,,,,7,5,4,6,6,3,8,4,7,6,9,3,8,7,1,2,5.5,7,6.25,2.75,Bastant,Molt,Poc,Bastant,Poc,Poc,Gens,Bastant,28,Fins 30 dies
